Age,Income,Time_Car,Cost_Car,Time_PT,Cost_PT,Time_MaaS,Cost_MaaS,Ind_1,Ind_2,Ind_3,True_LV,Choice
37.47608618006285,68.5733064006708,34.83630408986225,15.034737263763205,30.15150903815632,5.145955693269553,27.77894652658102,8.825882753307635,2,3,3,-1.520078293203992,1
67.43714393331564,63.27857251008243,40.19686143394366,21.842032320839067,57.744930057546725,1.8098013199233751,19.889592727080572,6.743723892179832,1,2,2,-3.076410715801722,1
56.063684974193066,42.90000862537181,19.481791465574453,15.17485689486646,31.222607292644625,5.037169892048961,29.746206652420895,14.690282596195006,3,4,4,-0.4895987705199156,1
49.1302411782459,98.94466711319343,16.79395290292337,8.580281429734393,24.65440371394889,5.781685222830654,33.69712195368031,19.746396863407025,4,3,3,-0.976206484223944,0
26.1129693030067,81.96114086612175,36.088264982078584,5.0,64.2616058342346,3.8585609287697378,16.203867636716918,15.835567698956941,3,3,4,-0.06173096641071085,0
26.111715057482538,132.54112900212047,28.467235937690937,18.368006832667163,21.17670480975609,4.846233180836382,41.01692882100121,20.13665052711766,1,2,3,-0.7699840826826516,0
21.02034783274637,24.17424546266757,38.63110966662214,11.713066917079466,56.66947193534044,6.262482439537514,27.682679571483188,10.004244584226676,2,1,1,-4.8453675372925264,1
63.04115958029663,103.70283058216643,40.8767417115766,12.381468506785165,39.55061342109905,5.223070150417925,15.0,11.99022056397455,3,3,3,-0.7127629658930922,0
49.257980610646854,119.18335420650294,11.496003226536939,20.383263560747842,55.534593074308894,5.5437926106146875,34.75225963613138,17.317814503495374,4,4,4,0.2432356383727945,0
54.81977404539437,118.73325399447991,21.629647975434395,14.32557934007599,48.998851099502154,6.050144549144597,25.25344387957179,5.455270395462874,5,3,4,0.1029871742645054,2
19.070393703381725,135.18961572241827,28.748569172979547,13.506812887633204,20.0,7.470363628492736,47.16917491831405,13.52859103100441,1,2,1,-2.617824055524629,1
68.4353123124237,114.77438656783423,19.762898019903602,15.807789045827143,40.275869617949525,3.3329969763080785,22.876312818592606,13.262019148405333,2,2,3,-3.3195247049086376,0
61.28701732162193,140.61530801420054,25.270352807727825,22.409749462827186,41.33742797992841,8.879135872384044,28.50465255872998,17.590170465814957,4,4,4,0.14189614493570069,2
29.04163375527036,63.24535797671589,17.213214339954124,16.270068679124396,51.13609462497227,8.87450551144806,39.139500988573,8.125217474501916,1,3,2,-2.0778710691398445,0
27.454898294769233,85.4172241777006,25.614055406144924,5.0,49.777780269243266,3.892858429958825,30.571150024320993,11.101033326633974,3,2,1,-2.8572585536918282,0
27.537034512378558,21.830356226775788,20.339683431682708,10.910223361307246,41.322549851829244,6.344579646327022,23.6641453241523,9.276595705186576,3,2,3,-1.9715924179602884,1
33.82059663389596,20.904486349427856,33.44623953549699,13.577455847106096,27.98813363856375,8.643637639794676,23.628604370864604,11.568206648726486,2,2,1,-2.8542441205754496,0
45.287334444876365,51.216460658697585,39.02420166373642,19.317195770112576,52.216674983847746,7.881171104088683,49.40116791375652,7.09090268722341,3,4,3,-2.034498898309845,1
40.461140969390016,33.10493562808108,34.087453911826906,8.786980072158133,58.06738407718932,1.564787161926616,28.583556584679364,14.117417349179789,4,3,5,0.07517820236976269,0
33.14391529029818,53.82747783164797,55.97745282102447,15.744164596228616,49.96241531687902,4.692914246416803,20.576176468476064,12.673770456826384,1,2,1,-2.6195884292241263,0
49.816350525563735,43.01562828869166,39.38863800780607,14.590822356654897,41.708080766014106,3.9937243445706594,31.976745718645425,10.901825343539494,1,1,2,-3.4914553887295163,1
25.253680753906174,23.707603229024272,39.01349784270242,20.08265471279926,39.44341239387744,6.712129835080602,33.24868629051926,13.126675121816314,2,2,2,-2.315735146955213,1
33.19152172383134,138.20953903278644,29.17897409976288,10.015367493704888,31.23401264417942,6.891396274927935,41.89530914656784,13.759934467915834,3,3,4,0.16636162241438668,1
37.05081585127197,21.0690070805559,26.931424368852287,15.836404470556252,48.72605804426693,2.63665664207277,19.589663755582325,17.94358822060856,3,3,3,-1.5793815367718613,0
41.71563917928587,115.6906787638211,42.73107565030881,22.66555482227816,47.875588987215224,3.5856154464830508,55.39309589709044,11.613663613288976,5,4,4,0.461595017322818,1
58.829149992436705,39.779225299537146,27.469700436425487,19.49471569310326,57.54314004663389,1.850932326923124,28.500211639832166,17.32725343910365,2,2,3,-2.0037980591986146,1
28.383036672234706,138.589850859948,30.349212392681792,17.996403337582883,35.6562354433225,4.823187864761629,55.72332904844269,8.748780964062899,3,2,3,-0.9459008960721762,1
44.74019079750781,136.06347214668517,28.278162330509243,13.447275631945445,46.788067206013515,4.4244586765950835,37.435884251095885,9.515905736611115,5,5,4,2.516902784416202,2
48.8055575808262,105.00714902800345,35.39957984562758,15.7569347620922,25.258507312750876,5.929381782900312,41.806915452683235,18.403652952960694,3,4,3,-1.0464163124007095,1
20.41542146143988,107.39043947407866,38.91527975788414,14.435995796174746,39.90811498160365,8.609197652929506,44.91487419839061,16.874297755184593,3,2,2,-1.8358507047640011,0
49.592332298874794,20.69408845605951,40.6432755164924,19.28284331482213,36.573642254676734,5.535334848372403,30.02721354685449,5.21766079786909,4,3,3,-0.6706199768664367,1
26.86725443173916,148.03330359476826,26.962477286367033,17.632277894373463,60.86453969433674,4.401784646334363,18.721545706013906,3.241752155749058,3,3,3,-1.1627005688244965,2
21.382682835234533,134.11823846485586,31.821598572693432,11.862375020943574,70.59540644085294,6.607955773228845,43.607394397971184,18.032464324779596,1,2,1,-2.6637333417013607,0
67.34204793717333,136.36380934491194,33.31365911399312,23.727175042219827,27.354720914190995,4.297699778390288,61.03578708147692,11.48075403532109,3,4,3,-0.933460213007373,1
68.21286571987709,105.70178981661336,44.642026136621304,21.021768996223997,58.61511737012496,4.640393604098062,35.12858887916379,9.484177995416594,2,2,3,-3.6285328537167327,1
60.03666210205598,64.82230072508975,12.138489863051621,10.667055426279212,55.20838028877013,5.347848643982463,35.680332067276446,13.036411980038629,2,3,3,-2.641700203847812,0
33.839915997015275,136.17432438176252,30.114454528879847,13.280527021688043,36.764879453077924,2.618061378765074,38.99775676035509,9.662699990248814,5,3,5,1.4136113518309772,2
23.078949928331962,57.897200659655006,23.56931341010716,14.207903069339919,33.72361779859714,4.383168757632127,17.47735756153884,12.021361465255442,1,1,3,-2.998004343407036,1
53.58011737863216,93.15250063448637,24.67471458885353,19.08139289694703,33.53353684402076,3.4029240222078947,49.118498327466774,10.833548546028307,3,3,2,-2.0830769558089717,1
40.88792967445927,32.965026404704716,21.49510267309386,10.954440102890835,39.339199599689216,6.6139218889890925,20.101000486102297,10.505131899270404,4,3,4,0.64249914767351,2
24.3459882119285,139.85423191725752,35.39121284472896,11.654058624085673,39.618169583120356,2.9408221365529625,52.94804196009744,4.2951548865151645,3,4,2,-1.465601318067817,1
43.74919932578605,38.30015951025773,10.0,19.391822068043822,42.707377891425935,3.1208145974887045,38.134759884832214,7.877902526675414,3,4,4,-1.423208587261303,1
19.788203097991357,49.23658474495295,28.61544450493433,17.79336387858933,37.35075678169651,3.5794872130057938,50.35689391312808,16.43048476278618,1,2,3,-3.707363818299491,1
65.28466090809667,92.55744055666794,11.78456692176448,5.257644879441068,57.08941754224111,3.4343552658109786,15.0,15.07432799769753,4,3,3,-1.655351327880886,0
31.45655904320088,119.3320900276876,23.074934242364456,18.287981233879684,52.631810961622236,8.347259975542656,45.54490405567911,12.843861920668203,5,5,5,2.0153659498658456,2
52.45115878640706,100.51566977171886,27.862567333042158,7.62864184294771,42.40151044359807,7.169183512780314,37.26724540096263,15.20582560431661,2,3,1,-1.6184891957581768,0
34.20897595664937,50.177408664020305,25.943582578494475,11.826878365608726,36.90840766583264,5.9797291559835415,32.00029973243711,12.298588101050463,3,2,5,-0.5400912092876625,1
45.04353710124616,20.122595528573743,36.81148061664878,13.175792174243915,36.50795045856944,4.186909392382825,48.75973629169377,5.163090660098609,3,3,3,-0.39511471346410665,1
46.42893452585054,118.4295754399671,42.49665103557145,12.653585544675465,51.581271741149095,4.87247301672593,44.33399748990698,7.550123826676495,4,4,5,0.6664152160843473,2
27.61243168732741,148.0769523684422,49.581594903964906,11.753230575973959,45.84262516806124,8.158830157742916,37.13341286807167,13.959847056112318,5,4,5,0.5159876440777634,2
68.41840064375705,125.28870563979176,29.924851856114785,9.81112741943032,47.98121749135778,4.380818274340572,15.0,5.0268210282536545,3,3,3,-1.4037655001135598,2
58.30690681477796,79.82686036036,41.61084644423507,17.562078873591265,57.8759354060017,2.8515561698757854,31.153120567330262,8.785621797891363,3,2,2,-2.7096125012709615,1
66.85394496133783,137.48974398188386,44.639468815411576,6.934575006451379,44.1852091329876,6.6333568320407394,45.875179824808,9.147127455097158,4,4,4,-0.0700519028122697,0
64.53102222223774,73.2801975053855,25.23735233513583,12.34156800318361,65.55262651086343,4.529182778422423,27.48451502999245,13.019213037905304,1,1,1,-4.266836867914188,0
49.09079889817643,88.24143095165078,42.33093362711627,18.95543770141138,20.0,4.653089486424017,38.643631069056056,11.187712132782021,3,3,4,-1.2069326750843443,1
65.93746022120207,82.02686976143883,10.0,16.987319256415432,25.27307364880962,4.550199828222397,42.81289702359868,12.745994039088291,1,1,1,-3.0288867718924726,0
22.601610106699816,78.19110344651824,32.977056978004754,8.077115439228285,72.15129762873943,4.690475417635723,50.09579254748755,13.90758484146939,3,3,3,-0.6953563986815816,0
28.19110884579555,120.77480000820775,46.05461435344296,5.3521875964414125,39.0338275662815,5.993964208908146,37.66279709505443,13.430967295976645,3,4,4,-0.7181470744429039,0
20.35181902334798,88.47995794503396,30.993164002274757,9.553888265003035,49.44388904065143,4.39040939798006,23.94067264631594,15.446826200823855,1,3,2,-2.863460096545343,0
34.917177199689746,61.17322586327809,28.0961051808955,5.0,63.79682721879807,5.616760983809572,49.84847883718415,12.665200390460836,5,5,3,0.3332104734937116,2
38.211219063853065,53.56056179560218,28.04574230072226,15.45838838622699,50.14874030448499,7.087824670464101,32.11359123834292,8.034147250672735,3,3,2,-1.292052605857001,0
32.11014965224258,24.90715120576634,44.68464228624391,12.702490874872364,58.69518131448275,7.955741716529648,41.17970162026003,7.006027354799997,1,1,1,-3.007022406338649,0
61.09435047590033,95.81537104479598,14.083207764439676,13.087397534477764,54.234302504194424,3.1948029264028763,27.32626678437954,13.60659821079879,3,2,3,-1.7225932972703526,0
36.55117298806664,49.89498400213445,26.089968934580728,17.5519676115571,59.743802509478485,7.041533231614199,19.410098266211506,11.568482141287792,3,3,5,0.2096321544623354,2
32.6085945037438,39.257409862129805,38.423170410777004,19.368112225315908,52.39532081172044,7.2663672999980164,20.009903480309,11.936643047110826,1,3,3,-1.6004553194313715,2
46.22019632422892,104.99789529759809,33.17891095742351,16.191373427212138,55.966933351216404,7.52258110995708,52.05459827564209,9.353623330199712,5,5,5,2.4661141789154186,2
25.328059698687657,108.55720351680135,41.86869937568103,13.885540092277484,36.300996788755846,5.098442039095959,34.52363668042709,11.71931356846819,4,4,4,-0.41849818303783815,0
59.714242999210065,117.78013599349657,36.822618094816114,11.487990177838471,52.846216188481954,4.521624711815743,43.72127761323696,5.912858105943285,3,3,3,-1.1882347752759743,1
21.876633471348082,85.4649965240169,25.281232407771498,13.245701157969169,44.39307676122814,1.910439265761192,59.74611801183103,6.3736997950315875,1,1,2,-2.507020659083652,0
